id,genres,keywords,original_title,overview,popularity,vote_average,vote_count,title
375794,['Comedy'],['remake'],No Manches Frida,"After his release from prison, bank robber Zequi sets off to recover the stolen money that was buried by his dizzy accomplice. He's horrified to learn that a high school gymnasium is now standing over the site where the loot is stashed. Needing to infiltrate the building, Zequi lands a job as a substitute teacher for a group of wild and unruly students. As the ex-con tries to lay down the law, he starts to realize that life in jail may have been easier than trying to deal with rebellious teens.",73.438,7.731,802,No Manches Frida
30018,"['Crime', 'Drama', 'Mystery']","['small town', 'mother', 'rice', 'golf', 'murder', 'teenage girl', 'misunderstanding', 'cell phone', 'drunk', 'disability', 'needle', 'drunkenness', 'acupuncture', 'mental retardation', 'mother son relationship']",마더,"A mother lives quietly with her son. One day, a girl is brutally killed, and the boy is charged with the murder. Now, it's his mother's mission to prove him innocent.",16.185,7.733,1330,Mother
334,['Drama'],"['dying and death', 'daughter', 'farewell', 'regret', 'unsociability', 'chance', 'becoming an adult', 'parent child relationship', 'suicide attempt', 'loss of loved one', 'child prodigy', 'reconciliation', 'san fernando valley', 'multiple storylines', 'frog']",Magnolia,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.",23.294,7.731,3302,Magnolia
359784,"['Drama', 'Romance']","['canada', 'nova scotia, canada', 'romance', 'art', 'disability', 'woman director']",Maudie,Canadian folk artist Maud Lewis falls in love with a fishmonger while working for him as a live-in housekeeper.,13.046,7.729,402,Maudie
211954,"['Comedy', 'Drama']","['bachelor', 'vespa']",No se aceptan devoluciones,"Valentin is Acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of Mexico.",23.379,7.7,828,Instructions Not Included
16052,"['Drama', 'Music', 'History']","['texas', 'biography', 'singer', 'elopement', 'bustier', 'fan club']",Selena,"In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete.",20.274,7.728,1164,Selena
713776,"['Drama', 'Animation']","['tearjerker', 'social issues', 'grieving parents', 'loss of child', 'short film']",If Anything Happens I Love You,Grieving parents journey through an emotional void as they mourn the loss of a child in the aftermath of a tragic school shooting.,10.314,7.727,823,If Anything Happens I Love You
915935,"['Drama', 'Mystery']","['husband wife relationship', 'winter', 'bisexuality', 'autopsy', 'blind', 'courtroom', 'lgbt', 'death of husband', 'woman director', 'courtroom drama', 'mother son relationship', 'bisexual woman', 'grenoble']",Anatomie d'une chute,"A woman is suspected of her husband’s murder, and their blind son faces a moral dilemma as the sole witness.",115.276,7.726,545,Anatomy of a Fall
25050,"['Drama', 'Family']","['family relationships', 'bereavement', 'family reunion', 'family gathering']",歩いても 歩いても,"Twelve years after their beloved eldest son, Junpei, drowned while saving a stranger's life, Kyohei and Toshiko welcome their surviving children home for a family reunion. Younger son Ryota still feels that his parents resent that he isn't the one who died; his new wife, Yukari, is awkwardly meeting the rest of the family for the first time. Daughter Chinami strains to fill the uncomfortable pauses with forced cheer.",13.774,7.725,327,Still Walking
12491,['Drama'],"['prostitute', 'robbery', 'rome, italy', 'pimp', 'poverty']",Accattone,A pimp with no other means to provide for himself finds his life spiralling out of control when his prostitute is sent to prison.,11.423,7.725,445,Accattone
9800,['Drama'],"['philadelphia, pennsylvania', 'court', 'jurors', 'aids', 'pennsylvania, usa', 'homophobia', 'lawsuit', 'partner', 'hiv', 'lawyer', 'dying', 'lgbt', 'discrimination', 'judiciary', '1980s', 'courtroom drama', 'gay theme']",Philadelphia,Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,20.742,7.725,3986,Philadelphia
19026,"['Animation', 'Family']","['fairy', 'tale', 'computer animation', 'myth']",Azur et Asmar,"Raised on tales of a Djinn fairy princess, Azur, a young Frenchman goes to North Africa in search of the sprite, only to discover that his close childhood friend, Asmar, an Arab youth whose mother raised both boys also seeks the genie.",18.288,7.724,579,Azur & Asmar: The Princes' Quest
216,"['Romance', 'Drama']","['husband wife relationship', 'unsociability', 'parent child relationship', 'germany', 'cleaning lady', 'foreigner', 'german-turkish living together', 'munich, germany', 'older woman younger man relationship', 'new german cinema', 'age-gap relationship']",Angst essen Seele auf,"Emmi Kurowski, a cleaning lady, is lonely in her old age. Her husband died years ago, and her grown children offer little companionship. One night she goes to a bar frequented by Arab immigrants and strikes up a friendship with middle-aged mechanic Ali. Their relationship soon develops into something more, and Emmi's family and neighbors criticize their spontaneous marriage. Soon Emmi and Ali are forced to confront their own insecurities about their future.",10.544,7.7,357,Ali: Fear Eats the Soul
602063,"['Action', 'Adventure']","['japan', 'samurai', 'chambara', 'based on manga', 'samurai sword', 'shinsengumi']",るろうに剣心 最終章 The Final,"In 1879, Kenshin and his allies face their strongest enemy yet: his former brother-in-law Enishi Yukishiro and his minions, who've vowed their revenge.",34.497,7.723,421,Rurouni Kenshin: The Final
234200,"['Drama', 'Comedy']","['wales', 'london, england', 'based on true story', 'lgbt', '1980s', 'activism', 'miners strike', 'gay theme']",Pride,"In 1984, a group of LGBT activists decide to raise money to support the National Union of Mineworkers during their lengthy strike. There is only one problem: the Union seems embarrassed to receive their support.",12.308,7.723,1231,Pride
15916,"['Animation', 'Fantasy', 'Mystery']","['gothic', 'adult animation', 'fossil', 'anime']",天使のたまご,"In a desolate and dark world full of shadows, lives one little girl who seems to do nothing but collect water in jars and protect a large egg she carries everywhere. A mysterious man enters her life... and they discuss the world around them.",16.539,7.723,366,Angel's Egg
573699,"['Romance', 'Animation', 'Fantasy']","['assassin', 'china', 'emperor', 'love', 'dragon', 'poverty', 'adult animation', 'ancient', 'anime', 'cartoon snake']",白蛇：缘起,"One day a young woman named Blanca is saved by Xuan, a snake catcher from a nearby village. She has lost her memory, and together they go on a journey to discover her real identity, developing deeper feelings for one another along the way. But as they learn more about her past, they uncover a darker plot of supernatural forces vying for power, with the fate of the world hanging in the balance.",26.182,7.7,422,White Snake
556984,"['Drama', 'History']","['chicago, illinois', 'right and justice', 'political activism', 'black panther party', 'based on true story', 'black activist', 'counter-culture', 'historical fiction', 'activist', '1960s', 'courtroom drama']",The Trial of the Chicago 7,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,27.309,7.722,2830,The Trial of the Chicago 7
393729,['Drama'],"['friendship', 'dancer', 'street gang', 'paris, france', 'ghetto', 'drugs']",Divines,"In a ghetto where religion and drug trafficking rub shoulders, Dounia has a lust for power and success. Supported by Maimouna, her best friend, she decides to follow in the footsteps of Rebecca, a respected dealer. But her encounter with Djigui, a young, disturbingly sensual dancer, throws her off course.",6.755,7.721,642,Divines
915935,"['Drama', 'Mystery']","['husband wife relationship', 'winter', 'bisexuality', 'autopsy', 'blind', 'courtroom', 'lgbt', 'death of husband', 'woman director', 'courtroom drama', 'mother son relationship', 'bisexual woman', 'grenoble']",Anatomie d'une chute,"A woman is suspected of her husband’s murder, and their blind son faces a moral dilemma as the sole witness.",115.276,7.726,545,Anatomy of a Fall
9552,['Horror'],"['religion and supernatural', 'exorcism', 'holy water', 'paranormal phenomena', 'possession', 'vomit', 'satan', 'priest', 'ouija board', 'demon', 'strong language', 'catholic church', 'demonic possession', 'disturbed child', 'crisis of faith', 'sfx', 'supernatural horror']",The Exorcist,"Twelve year old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest struggling with his own faith.",66.14,7.721,7500,The Exorcist
15265,"['Comedy', 'Drama', 'Family', 'Fantasy']","['friendship', 'paris, france', 'chase', 'little boy', 'balloon', 'foot chase', 'pursuit', 'childhood', 'unlikely friendship', 'fleeing', 'kid gang']",Le Ballon rouge,"A young boy discovers a stray balloon, which seems to have a mind of its own, on the streets of Paris. The two become inseparable, yet the world’s harsh realities finally interfere.",11.273,7.7,354,The Red Balloon
1908,['Drama'],"['politician', 'trial', 'teacher', 'lawyer', 'courtroom', 'evolution', 'rhetoric', 'scopes monkey trial', 'judiciary', 'courtroom drama']",Inherit the Wind,"Schoolteacher Bertram Cates is arrested for teaching his students Darwin's theory of evolution. The case receives national attention and one of the newspaper reporters, E.K. Hornbeck, arranges to bring in renowned defense attorney and atheist Henry Drummond to defend Cates. The prosecutor, Matthew Brady is a former presidential candidate, famous evangelist, and old adversary of Drummond.",11.624,7.7,374,Inherit the Wind
672,"['Adventure', 'Fantasy']","['witch', 'flying car', 'elves', 'magic', 'sword', 'diary', 'child hero', 'school of witchcraft', 'giant spider', 'black magic', 'giant snake', 'child driving car', 'wizard', 'aftercreditsstinger', 'christmas', 'based on young adult novel']",Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",213.602,7.719,20819,Harry Potter and the Chamber of Secrets
205,"['Drama', 'History', 'War']","['rwanda', 'refugee', 'refugee camp', 'militia', 'rwandan genocide', 'murder', 'slaughter', 'dead body', 'atrocity', 'african', 'cruelty', 'genocide', 'united nations', 'death']",Hotel Rwanda,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",19.915,7.719,2680,Hotel Rwanda
963,"['Mystery', 'Crime', 'Thriller']","['based on novel or book', 'san francisco, california', 'loss of loved one', 'detective', 'film noir', 'murder', 'statuette', 'whodunit', 'black and white', 'private detective', 'black bird', 'private eye']",The Maltese Falcon,"A private detective takes on a case that involves him with three eccentric criminals, a beautiful liar, and their quest for a priceless statuette.",19.473,7.7,1542,The Maltese Falcon
309,['Drama'],"['daughter', 'depression', 'child abuse', 'suicide', 'sexual abuse', 'parent child relationship', 'birthday', 'country house', 'twin sister', 'family reunion', 'lecture', 'child', 'dogme 95']",Festen,"A grandiose party to celebrate a sixtieth birthday unleashes a family drama with all the lies that conceal horrendous secrets. The eldest son, Christian, stages a showdown with the popular pater familias; his provocative, moving after-dinner speech dislodges all the masks, which finally fall completely as the father-son conflict intensifies and the bewildered guests look on.",13.94,7.717,972,The Celebration
539517,"['Fantasy', 'Animation', 'Horror', 'Action']","['based on comic', 'edited from tv series', 'dc animated movie universe']",Constantine: City of Demons - The Movie,"A decade after a tragic mistake, family man Chas and occult detective John Constantine set out to cure Chas’s daughter Trish from a mysterious supernatural coma. With the help of the mysterious Nightmare Nurse, the influential Queen of Angels, and brutal Aztec God Mictlantecuhtli, the pair just might have a chance at outsmarting the demon Beroul to save Trish’s soul. In a world of shadows and dark magic, not everything is what it seems, and there’s always a price to pay. The path to redemption is never easy, and if Constantine is to succeed, he must navigate through the dark urban underbelly of Los Angeles, outwit the most cunning spawns of hell, and come face to face with arch-nemesis Nergal – all while battling his own inner demons!",20.733,7.715,553,Constantine: City of Demons - The Movie
337960,['Drama'],"['australia', 'aids', '1970s', 'romance', 'love', 'hiv', 'lgbt', 'long term relationship', 'sexual discrimination', 'gay theme']",Holding the Man,"Tim and John fell in love while teenagers at their all-boys high school. John was captain of the football team, Tim an aspiring actor playing a minor part in Romeo and Juliet. Their romance endured for 15 years in the face of everything life threw at it – the separations, the discrimination, the temptations, the jealousies and the losses – until the only problem that love can't solve tried to destroy them.",14.477,7.715,432,Holding the Man
96721,"['Drama', 'Action']","['car race', 'sports', 'world champion', 'based on true story', 'adventurer', 'formula one (f1)']",Rush,"In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.",33.789,7.7,6711,Rush
40619,"['Animation', 'Family']",['short film'],Day & Night,"When Day, a sunny fellow, encounters Night, a stranger of distinctly darker moods, sparks fly! Day and Night are frightened and suspicious of each other at first, and quickly get off on the wrong foot. But as they discover each other's unique qualities--and come to realize that each of them offers a different window onto the same world-the friendship helps both to gain a new perspective.",9.225,7.716,842,Day & Night
16237,"['Animation', 'Action', 'Science Fiction', 'TV Movie']","['villain', 'fraud', 'based on comic', 'tokyo, japan', 'arrested', 'teen superhero', 'series finale']",Teen Titans: Trouble in Tokyo,"America's coolest heroes Teen Titans head to Japan as they spring into action when a new threat, the dichromatic ninja Saico-Tek, appears in their city. A chase across the city ensues, ending at Titans Tower. Saico-Tek is interrogated by Robin with the aid of a translation program, and reveals the identity of the one who sent him. The ninja then escapes his bonds and vanishes after destroying a fire sprinkler, and the Titans' only lead is to search for his mysterious master - the shadowy figure known as Brushogun.",14.612,7.7,345,Teen Titans: Trouble in Tokyo
5528,['Drama'],"['penalty', 'boarding school', 'choir', 'diary', 'musical', ""boys' choir"", 'dormitory', 'principal', ""boys' boarding school"", '1940s', 'music movie']",Les Choristes,"Set in 1940s France, a new teacher at a school for disruptive boys gives hope and inspiration.",24.854,7.714,2269,The Chorus
3114,['Western'],"['brother', 'native american', 'uncle', 'racist', 'prejudice', 'racism', 'massacre', 'desert', 'cavalry', 'reverend', 'comanche', 'technicolor', 'civil war veteran', 'abduction']",The Searchers,"As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable.",26.281,7.714,1286,The Searchers
336,['Western'],"['mexico', 'robbery', 'rape', 'prisoner', 'liberation of prisoners', 'revolution', 'class', 'spaghetti western']",Giù la testa,"At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.",18.313,7.714,977,"Duck, You Sucker"
162,"['Fantasy', 'Drama', 'Romance']","['underdog', 'small town', 'unsociability', 'inventor', 'hairdresser', 'isolation', 'scissors', 'burglar', 'love at first sight', 'fairy tale', 'sadness', 'symbolism', 'castle', 'alone', 'flashback', 'tragic love', 'snow', 'gothic', 'told in flashback', 'christmas horror', 'christmas', 'artificial', 'hair salon', 'signs & wonders', 'love story', 'goth', 'frankenstein', 'topiary']",Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,44.348,7.715,12269,Edward Scissorhands
203217,['Comedy'],"['working mom', 'urban comedy', 'brazilian cinema', 'brazilian humor']",Minha Mãe é uma Peça: O Filme,"After another spat with her kids, Dona Hermínia decides to take some time off from them and hides away in her aunt's house, where she reminisces about her kids in an age when they still needed her.",6.203,7.712,619,My Mom Is a Character
24428,"['Science Fiction', 'Action', 'Adventure']","['new york city', 'superhero', 'shield', 'based on comic', 'alien invasion', 'superhero team', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)']",The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",137.309,7.7,29536,The Avengers
20123,"['Drama', 'Comedy', 'Crime', 'Fantasy']","['gypsy', 'paranormal phenomena', 'telekinesis', 'anarchic comedy']",Dom za vešanje,"In this luminous tale set in the former Yugoslavia, Perhan, an engaging young Romany with telekinetic powers, is seduced by the quick-cash world of petty crime that threatens to destroy him and those he loves.",13.511,7.711,334,Time of the Gypsies
929170,['Comedy'],"['high school', 'breaking the fourth wall', 'teen movie', 'overachiever']",Honor Society,"Honor is an ambitious high school senior whose sole focus is getting into Harvard, assuming she can first score the coveted recommendation from her guidance counselor, Mr. Calvin. Willing to do whatever it takes, Honor concocts a Machiavellian-like plan to take down her top three student competitors, until things take a turn when she unexpectedly falls for her biggest competition, Michael.",22.515,7.71,329,Honor Society
724495,"['Action', 'Drama', 'History']","['africa', 'arranged marriage', 'warrior woman', 'based on true story', 'slave trade', 'duringcreditsstinger', 'woman director', 'military unit', '19th century', 'mother daughter reunion', 'freed slave', 'female warrior', 'west africa', 'weapons training']",The Woman King,"The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.",116.297,7.711,1823,The Woman King
508439,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']","['elves', 'magic', 'dead father', 'dead parent', 'fantasy world', 'teenage protagonist', 'brother brother relationship']",Onward,"In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",57.507,7.71,5802,Onward
15121,"['Drama', 'Family', 'Music', 'Romance']","['resistance', 'world war ii', 'musical', 'austria', 'music competition', 'based on play or musical', 'alps mountains', 'governess', 'convent (nunnery)', 'novice', 'puppet show', 'nun in love', 'nazi occupation', '1930s']",The Sound of Music,"In the years before the Second World War, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.",39.242,7.711,3044,The Sound of Music
1040,['Drama'],"['plan', 'civil war', 'sicily, italy', 'praise', 'pastor', 'arranged marriage', 'monarchy', 'country estate', 'power takeover', 'political instability', 'ambition', 'palermo, sicily', 'bourbon', 'naples, italy', 'opportunist', 'decadence']",Il gattopardo,"As Garibaldi's troops begin the unification of Italy in the 1860s, an aristocratic Sicilian family grudgingly adapts to the sweeping social changes undermining their way of life. Proud but pragmatic Prince Don Fabrizio Salina allows his war hero nephew, Tancredi, to marry Angelica, the beautiful daughter of gauche, bourgeois Don Calogero, in order to maintain the family's accustomed level of comfort and political clout.",17.282,7.71,732,The Leopard
502356,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']","['gorilla', 'plumber', 'anthropomorphism', 'magic mushroom', 'based on video game', 'toad', 'aftercreditsstinger', 'duringcreditsstinger', 'damsel in distress', 'piano', 'brother brother relationship', 'evil king']",The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",605.931,7.708,7702,The Super Mario Bros. Movie
24160,['Comedy'],"['joke', 'male friendship']",Amici miei - Atto II°,"The four old friends meet on the grave of the fifth of them, Perozzi, who died at the end of the first episode. Time has passed but they are still up for adventures and cruel jokes, and while they recall the one they created together with the late friend, new ones are on their way, starting right there at the cemetery.",7.411,7.709,320,My Friends Act II
28162,"['Comedy', 'Fantasy', 'Romance', 'Drama']","['court case', 'england', 'angel', 'world war ii', 'heaven', 'bicycle']",A Matter of Life and Death,"When a young RAF pilot miraculously survives bailing out of his aeroplane without a parachute, he falls in love with an American radio operator. But the officials in the other world realise their mistake and dispatch an angel to collect him.",12.076,7.7,359,A Matter of Life and Death
244063,"['Drama', 'Romance']","['friendship', 'male friendship', 'teenage boy', 'teenage love', 'first love', 'lgbt', 'woman director', 'runner', 'gay theme']",Jongens,Two teen track stars discover first love as they train for the biggest relay race of their young lives.,13.712,7.707,647,Boys
653,"['Fantasy', 'Horror']","['self sacrifice', 'transylvania', 'germany', 'loss of loved one', 'vampire', 'shapeshifting', 'coffin', 'supernatural', 'castle', 'ghost ship', 'black and white', 'silent film', 'seashore', 'vampire bat', 'real estate agent', 'ghoul', 'psychotronic', 'locket', 'sailing ship', 'corpse in coffin', 'nosferatu', 'real estate', 'black death', 'expressionism', 'mountain country', 'sleepwalking', 'romania', 'rat', 'german expressionism', 'dracula']","Nosferatu, eine Symphonie des Grauens","The mysterious Count Orlok summons Thomas Hutter to his remote Transylvanian castle in the mountains. The eerie Orlok seeks to buy a house near Hutter and his wife, Ellen. After Orlok reveals his vampire nature, Hutter struggles to escape the castle, knowing that Ellen is in grave danger",28.873,7.706,1815,Nosferatu
499,"['Drama', 'Music']","['individual', 'paris, france', 'algerienkrieg', 'singer', 'cancer', 'woman director', 'day in a life']",Cléo de 5 à 7,"Agnès Varda eloquently captures Paris in the sixties with this real-time portrait of a singer set adrift in the city as she awaits test results of a biopsy. A chronicle of the minutes of one woman’s life, Cléo from 5 to 7 is a spirited mix of vivid vérité and melodrama, featuring a score by Michel Legrand and cameos by Jean-Luc Godard and Anna Karina.",18.431,7.707,610,Cléo from 5 to 7
352173,"['Crime', 'Mystery', 'Thriller']","['police', 'blackmail', 'hidden camera', 'remake', 'murder', 'family', 'phone', 'based on movie', 'false evidence']",दृश्यम्,"A simple, street-smart man tries to protect his family from a cop looking for her missing son.",12.28,7.705,363,Drishyam
801335,"['Crime', 'Thriller', 'TV Movie']","['imprisonment', 'based on true story', 'basement', 'controlling parent']",Girl in the Basement,"Sara is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the basement of their home.",46.78,7.704,603,Girl in the Basement
242582,"['Crime', 'Drama', 'Thriller']","['underground', 'psychopath', 'journalism', 'job interview', 'cynicism', 'sociopath', 'crime scene', 'psychological thriller', 'los angeles, california', 'home invasion', 'stakeout', 'newsreel footage', 'character study', 'neo-noir', 'ethics', 'stringer', 'police scanner', 'news business']",Nightcrawler,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",44.956,7.704,10193,Nightcrawler
976573,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']","['fire', 'computer animation', 'duringcreditsstinger', 'elements', 'water', 'city']",Elemental,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",393.51,7.701,3410,Elemental
13187,"['Animation', 'Family', 'Comedy', 'TV Movie']","['holiday', 'tree', 'cartoon', 'christmas']",A Charlie Brown Christmas,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but it is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",25.939,7.703,626,A Charlie Brown Christmas
272,"['Action', 'Crime', 'Drama']","['martial arts', 'undercover', 'loss of loved one', 'secret identity', 'crime fighter', 'superhero', 'based on comic', 'rivalry', 'ninja', 'vigilante', 'tragic hero', 'super power', 'haunted by the past', 'evil doctor', 'master villain', 'unfulfilled love']",Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",64.904,7.703,19919,Batman Begins
9806,"['Action', 'Adventure', 'Animation', 'Family']","['island', 'hero', 'secret identity', 'superhero', 'wretch', 'cartoon', 'lawsuit', 'family relationships', 'super power', '1950s', '1960s', 'superhero family']",The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",65.847,7.702,16831,The Incredibles
632,"['Comedy', 'War', 'Drama']","['chess', 'escape', 'spy', 'guard', 'plant', 'based on play or musical', 'black and white', 'security', 'christmas', 'barracks', 'prisoner of war camp']",Stalag 17,"It's a dreary Christmas 1944 for the American POWs in Stalag 17 and the men in Barracks 4, all sergeants, have to deal with a grave problem—there seems to be a security leak.",13.937,7.7,543,Stalag 17
137182,['Drama'],"['9/11', 'death of a child']",The Broken Circle Breakdown,The loss of their young daughter threatens to destroy the love and faith of two married musicians.,12.288,7.7,997,The Broken Circle Breakdown
688,"['Drama', 'Romance']","['adultery', 'secret love', 'husband wife relationship', 'based on novel or book', ""love of one's life"", 'unsociability', 'marriage crisis', 'photographer', 'love at first sight', 'photography', 'peasant', 'mother role', 'iowa', 'bridge', 'housewife', 'love letter']",The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,24.564,7.7,1987,The Bridges of Madison County
614917,"['Drama', 'History']","['tennis', 'tennis player', 'father', 'based on true story', 'wimbledon', 'family', 'tennis pro', 'father daughter relationship', 'coaching', 'champions', 'sport']",King Richard,"The story of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history.",37.226,7.699,2176,King Richard
221732,"['Action', 'Adventure', 'Drama', 'Fantasy']","['japan', 'samurai', 'based on manga', 'samurai sword', 'meiji period']",るろうに剣心　伝説の最期編,"Shishio sets sail in his ironclad ship to bring down the government. In order to stop him, Kenshin trains with his old master to learn his final technique.",23.035,7.7,427,Rurouni Kenshin Part III: The Legend Ends
81401,['Drama'],"['horse', 'turin italy', 'remodernist', 'mortality', 'contemplative cinema', 'slow cinema', 'bleak']",A torinói ló,A monumental windstorm and an abused horse's refusal to work or eat signal the beginning of the end for a poor farmer and his daughter.,10.716,7.7,327,The Turin Horse
9023,"['Animation', 'Adventure', 'Comedy', 'Family', 'Drama']","['freedom', 'mustang', 'rivalry', 'wildlife', 'animal', 'cavalry', 'indian war', 'eyebrow', 'wild horse', 'pets']",Spirit: Stallion of the Cimarron,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",60.952,7.698,4322,Spirit: Stallion of the Cimarron
4480,['Drama'],"['based on novel or book', 'provence', 'avarice', 'battle for power', 'source', 'neighbor', 'spring (water)']",Jean de Florette,"In a rural French village, an old man and his only remaining relative cast their covetous eyes on an adjoining vacant property. They need its spring water for growing their flowers, and are dismayed to hear that the man who has inherited it is moving in. They block up the spring and watch as their new neighbour tries to keep his crops watered from wells far afield through the hot summer. Though they see his desperate efforts are breaking his health and his wife and daughter's hearts, they think only of getting the water.",12.831,7.7,506,Jean de Florette
869626,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']","['mockumentary', 'stop motion', 'family', 'shell', ""children's story"", 'child', 'stop frame', 'based on short film']",Marcel the Shell with Shoes On,"Marcel is an adorable one-inch-tall shell who ekes out a colorful existence with his grandmother Connie and their pet lint, Alan. Once part of a sprawling community of shells, they now live alone as the sole survivors of a mysterious tragedy. But when a documentary filmmaker discovers them amongst the clutter of his Airbnb, the short film he posts online brings Marcel millions of passionate fans, as well as unprecedented dangers and a new hope at finding his long-lost family.",31.885,7.703,422,Marcel the Shell with Shoes On
297222,"['Comedy', 'Drama', 'Adventure', 'Science Fiction']","['friendship', 'society', 'christianity', 'hinduism', 'islam', 'alien', 'love', 'religion', 'sociology', 'belief in god', 'islamophobia', 'pakistan vs india', 'sikhism', 'jainism']",पीके,"A stranger in the city asks questions no one has asked before. Known only by his initials, the man's innocent questions and childlike curiosity take him on a journey of love, laughter and letting go.",14.153,7.696,907,PK
288,"['Western', 'Drama']","['gunslinger', 'showdown', 'fistfight', 'u.s. marshal', 'shootout', 'morality', 'black and white', 'battle', 'justice', 'one against many', 'quick draw', 'brawl', 'ticking clock']",High Noon,"Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople.",18.493,7.695,1312,High Noon
537116,"['Drama', 'Music']","['new york city', 'composer', 'artist', 'musical', 'based on true story', 'based on play or musical', 'singing', 'boyfriend girlfriend relationship', 'struggling artist', '1990s', 'portrait of an artist', 'hiv/aids epidemic', 'theater']","tick, tick... BOOM!","On the brink of turning 30, a promising theater composer navigates love, friendship and the pressure to create something great before time runs out.",24.062,7.694,1895,"tick, tick... BOOM!"
