id,genres,keywords,original_title,overview,popularity,vote_average,vote_count,title
278,"['Drama', 'Crime']","['prison', 'friendship', 'police brutality', 'corruption', 'based on novel or book', 'hope', 'prison cell', 'delinquent', 'redemption', 'parole board', 'prison escape', 'wrongful imprisonment', 'interracial friendship', 'framed for murder', '1940s', 'voiceover']",The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",142.177,8.71,25276,The Shawshank Redemption
238,"['Drama', 'Crime']","['based on novel or book', 'loss of loved one', 'love at first sight', 'italy', 'symbolism', 'patriarch', 'europe', 'organized crime', 'mafia', 'religion', 'lawyer', 'revenge motive', 'crime family', 'sicilian mafia', 'religious hypocrisy', 'gun violence', 'rise to power', 'dead horse', 'gang violence', '1940s', '1950s', 'mafia war', 'critically acclaimed']",The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",148.381,8.708,19256,The Godfather
240,"['Drama', 'Crime']","['italian american', 'cuba', 'italy', 'gangster', 'praise', 'symbolism', 'melancholy', 'revenge', 'organized crime', 'mafia', 'lawyer', 'suburb', 'corrupt politician']",The Godfather Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",84.032,8.589,11610,The Godfather Part II
424,"['Drama', 'History', 'War']","['factory', 'hero', 'based on novel or book', 'nazi', 'concentration camp', 'ss (nazi schutzstaffel)', 'holocaust (shoah)', 'world war ii', 'ghetto', 'jew persecution', 'kraków, poland', 'defense industry', 'auschwitz-birkenau concentration camp', 'biography', 'based on true story', 'industrialist', 'historical fiction', 'black and white', 'train', 'poland', 'weapons manufacturer']",Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,68.4,8.572,14967,Schindler's List
19404,"['Comedy', 'Drama', 'Romance']","[""family's daily life"", 'family history', 'love-hate relationship', 'family drama', 'love affair']",दिलवाले दुल्हनिया ले जायेंगे,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.",35.926,8.547,4311,Dilwale Dulhania Le Jayenge
389,['Drama'],"['death penalty', 'anonymity', 'court case', 'court', 'judge', 'jurors', 'father murder', 'class', 'sultriness', 'heat', 'innocence', 'puerto rico', 'based on play or musical', 'black and white', 'courtroom', 'courtroom drama', 'one location']",12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",47.739,8.546,7925,12 Angry Men
129,"['Animation', 'Family', 'Fantasy']","['witch', 'parent child relationship', 'darkness', 'bath house', 'magic', 'spirit', 'parallel world', 'amusement park', 'youkai', 'japanese mythology', 'anime']",千と千尋の神隠し,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",123.188,8.539,15337,Spirited Away
155,"['Drama', 'Action', 'Crime', 'Thriller']","['joker', 'sadism', 'chaos', 'secret identity', 'crime fighter', 'superhero', 'anti hero', 'scarecrow', 'based on comic', 'vigilante', 'organized crime', 'tragic hero', 'anti villain', 'criminal mastermind', 'district attorney', 'super power', 'super villain', 'neo-noir']",The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",109.208,8.5,31209,The Dark Knight
496243,"['Comedy', 'Thriller', 'Drama']","['dark comedy', 'private lessons', 'birthday party', 'con artist', 'working class', 'psychological thriller', 'class differences', 'housekeeper', 'tutor', 'family', 'crime family', 'unemployed', 'wealthy family', 'south korea', 'seoul, south korea']",기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",92.027,8.511,16896,Parasite
497,"['Fantasy', 'Drama', 'Crime']","['mentally disabled', 'based on novel or book', 'southern usa', 'psychopath', 'death row', 'jail guard', 'supernatural', 'great depression', 'prison guard', 'jail', 'electric chair', 'torture', 'magic realism', 'healing', '1930s', 'abuse of power']",The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",86.996,8.511,16329,The Green Mile
372058,"['Romance', 'Animation', 'Drama']","['race against time', 'afterlife', 'natural disaster', 'supernatural', 'time travel', 'comet', 'romance', 'tragedy', 'school', 'body-swap', 'nonlinear timeline', 'star crossed lovers', 'anime', 'dreams']",君の名は。,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",97.592,8.5,10643,Your Name.
680,"['Thriller', 'Crime']","['drug dealer', 'boxer', 'massage', 'stolen money', 'briefcase', 'crime boss', 'redemption', 'heirloom', 'dance competition', 'los angeles, california', 'theft', 'nonlinear timeline', 'multiple storylines', 'neo-noir']",Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",88.399,8.489,26409,Pulp Fiction
122,"['Adventure', 'Fantasy', 'Action']","['based on novel or book', 'orcs', 'elves', 'dwarf', 'bravery', 'suspicion', 'volcano', 'addiction', 'honor', 'royalty', 'troll', 'brutality', 'ghost', 'wizard', 'quest', 'live action and animation', 'sword and sorcery']",The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",122.585,8.476,22812,The Lord of the Rings: The Return of the King
13,"['Comedy', 'Drama', 'Romance']","['vietnam war', 'vietnam veteran', 'mentally disabled', 'friendship', 'usa president', 'washington dc, usa', 'post-traumatic stress disorder (ptsd)', 'waitress', 'china', 'based on novel or book', 'hippie', 'single parent', 'parent child relationship', 'optimism', '1970s', 'drug addiction', 'autism', 'alabama', 'black panther party', 'bus stop', 'family relationships', 'single mother', 'military', 'anti war protest', '1960s', 'college american football', 'mother son relationship']",Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",109.435,8.477,25946,Forrest Gump
429,['Western'],"['gold', 'army', 'bounty hunter', 'hitman', 'refugee', 'anti hero', 'moral ambiguity', 'gallows', 'outlaw', 'shootout', 'spaghetti western', 'american civil war', 'dollars trilogy']","Il buono, il brutto, il cattivo","While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",80.115,8.473,7986,"The Good, the Bad and the Ugly"
769,"['Drama', 'Crime']","['prison', 'florida', 'new york city', 'based on novel or book', 'gangster', 'mass murder', 'drug trafficking', '1970s', 'irish-american', 'gore', 'biography', 'based on true story', 'murder', 'organized crime', 'mafia', 'brooklyn, new york city', 'crime epic', 'tampa, florida']",GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",70.11,8.466,12031,GoodFellas
346,"['Action', 'Drama']","['epic', 'martial arts', 'japan', 'samurai', 'sword', 'peasant', 'village', 'looting', 'rice', 'fencing', 'moral ambiguity', 'battle', 'bandit', 'practice', 'jidaigeki', '16th century']",七人の侍,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",41.368,8.457,3347,Seven Samurai
637,"['Comedy', 'Drama']","['dying and death', 'bookshop', ""love of one's life"", 'nazi', 'self sacrifice', 'loss of loved one', 'italy', 'riddle', 'mass murder', 'concentration camp', 'fascism', 'world war ii', 'deportation', 'jew persecution', 'story teller', 'riding a bicycle', 'national socialism', 'dark comedy', 'charade', 'concentration camp prisoner', 'romantic comedy', 'dark', 'war', 'nazi germany', 'oscar-nominated', 'holocaust']",La vita è bella,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,52.79,8.456,12470,Life Is Beautiful
12477,"['Animation', 'Drama', 'War']","['sibling relationship', 'hunger', 'world war ii', 'wartime', 'shelter', 'adult animation', 'anti war', 'anime', 'orphan siblings', 'children in wartime']",火垂るの墓,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",0.6,8.455,5032,Grave of the Fireflies
11216,"['Drama', 'Romance']","['parent child relationship', 'sicily, italy', 'movie business', 'kiss', 'coming of age', 'flashback', 'magic realism', 'haunted by the past', 'censorship', 'nuovo cinema paradiso', 'movie theater']",Nuovo Cinema Paradiso,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",30.507,8.452,4069,Cinema Paradiso
667257,"['Family', 'Drama']",[],Cosas imposibles,"Matilde is a woman who, after the death of her husband—a man who constantly abused her—finds her new best friend in Miguel, her young, insecure, disoriented and even dealer neighbor",13.195,8.442,364,Impossible Things
550,['Drama'],"['dual identity', 'rage and hate', 'based on novel or book', 'nihilism', 'fight', 'support group', 'dystopia', 'insomnia', 'alter ego', 'breaking the fourth wall', 'split personality', 'quitting a job', 'dissociative identity disorder', 'self destructiveness']",Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",83.745,8.44,27792,Fight Club
568332,['Music'],"['concert', 'live performance', 'concert film']",Taylor Swift: Reputation Stadium Tour,"Taylor Swift takes the stage in Dallas for the Reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic.",19.559,8.437,340,Taylor Swift: Reputation Stadium Tour
696374,"['Romance', 'Drama']",[],Gabriel's Inferno,"An intriguing and sinful exploration of seduction, forbidden love, and redemption, Gabriel's Inferno is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible--forgiveness and love.",10.467,8.434,2381,Gabriel's Inferno
539,"['Horror', 'Thriller', 'Mystery']","['hotel', 'clerk', 'shower', 'arizona', 'motel', 'stolen money', 'taxidermy', 'money', 'secretary', 'black and white', 'corpse', 'murderer', 'theft', 'mental illness', 'private detective', 'missing person', 'psycho', 'voyeurism', 'voyeur', 'oedipus complex', 'double identity', 'proto-slasher', 'mother son relationship', 'birds', 'whodunnit', 'woman on the run', 'corruptibility', 'confused identities', 'human vulnerabilities']",Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",51.145,8.434,9495,Psycho
598,"['Drama', 'Crime']","['street gang', 'photographer', 'gangster', 'rio de janeiro', 'gang war', 'ghetto', 'coming of age', 'woman director']",Cidade de Deus,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",33.995,8.433,6853,City of God
372754,"['Romance', 'Animation']","['high school', ""boys' choir"", 'coming of age', 'slice of life', 'based on manga', 'anime', 'gay theme', ""boys' love (bl)""]",同級生,"Rihito Sajo, an honor student with a perfect score on the entrance exam and Hikaru Kusakabe, in a band and popular among girls, would have never crossed paths. Until one day they started talking at the practice for their school’s upcoming chorus festival. After school, the two meet regularly, as Hikaru helps Rihito to improve his singing skills. While they listen to each other’s voice and harmonize, their hearts start to beat together.",13.712,8.425,333,Dou kyu sei – Classmates
311,"['Drama', 'Crime']","['new york city', 'regret', 'lovesickness', 'rape', 'life and death', 'sexual abuse', 'street gang', 'corruption', 'based on novel or book', 'prohibition era', 'gangster', 'sadistic', 'money laundering', 'opium', 'mafia boss', 'murder', 'memory', 'jewish american', 'torture', 'brooklyn bridge', 'childhood friends', '1920s', '1960s', '1930s']",Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",53.817,8.425,5009,Once Upon a Time in America
157336,"['Adventure', 'Drama', 'Science Fiction']","['rescue', 'future', 'spacecraft', 'race against time', 'artificial intelligence (a.i.)', 'nasa', 'time warp', 'dystopia', 'expedition', 'space travel', 'wormhole', 'famine', 'black hole', 'quantum mechanics', 'family relationships', 'space', 'robot', 'astronaut', 'scientist', 'single father', 'farmer', 'space station', 'space adventure', 'time paradox', 'time-manipulation', 'father daughter relationship', '2060s', 'cornfield', 'time manipulation']",Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,169.855,8.424,33295,Interstellar
510,['Drama'],"['mentally disabled', 'friendship', 'based on novel or book', 'nurse', 'lunatic asylum', 'insane asylum', 'oregon, usa', 'hospital', 'medication', 'female villain', 'shock treatment']",One Flew Over the Cuckoo's Nest,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",46.571,8.422,9838,One Flew Over the Cuckoo's Nest
724089,"['Romance', 'Drama']",['based on novel or book'],Gabriel's Inferno: Part II,"Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?",10.749,8.421,1490,Gabriel's Inferno: Part II
620249,"['Animation', 'Fantasy', 'Action']","['monster', 'magic', 'cat', 'shapeshifting', 'dilemma', 'betrayal', 'animal', 'environmental', 'journey', 'anime', 'wandering']",罗小黑战记,"When cat spirit Luo Xiaohei's home is deforested by humans, he must find a new one. He runs into a group of other spirit creatures who take him under their wing with dreams of reconquering the land they say is rightfully theirs. However, they run into a human known as Wuxian who separates Luo Xiaohei from the other spirits and the two go on a journey, with the cat spirit learning to control his abilities as well as forming his own thoughts on whether or not he should ally with the spirits or the humans.",21.204,8.42,319,The Legend of Hei
761053,"['Romance', 'Drama']",[],Gabriel's Inferno: Part III,The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.,19.213,8.407,1035,Gabriel's Inferno: Part III
120,"['Adventure', 'Fantasy', 'Action']","['based on novel or book', 'orcs', 'elves', 'dwarf', 'magic', 'loss of loved one', 'river', 'fireworks', 'mine', 'maze', 'mountain', 'castle', 'volcano', 'birthday party', 'addiction', 'uncle', 'fugitive', 'battle', 'death', 'blizzard', 'wizard', 'journey', 'ring', 'live action and animation', 'sword and sorcery']",The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",148.944,8.407,23771,The Lord of the Rings: The Fellowship of the Ring
324857,"['Action', 'Adventure', 'Animation', 'Science Fiction']","['superhero', 'based on comic', 'aftercreditsstinger', 'alternate universe']",Spider-Man: Into the Spider-Verse,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",129.252,8.404,14451,Spider-Man: Into the Spider-Verse
4935,"['Fantasy', 'Animation', 'Adventure']","['witch', 'flying', 'rain', 'castle', 'scarecrow', 'body exchange', 'hatter', 'bakery', 'curse', 'steampunk', 'demon', 'anime', 'based on young adult novel']",ハウルの動く城,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",117.633,8.404,9018,Howl's Moving Castle
40096,"['Comedy', 'Drama', 'Fantasy']",[],O Auto da Compadecida,"The lively João Grilo and the sly Chicó are poor guys living in the hinterland who cheat a bunch of people in a small in Northeastern Brazil. When they die, they have to be judged by Christ, the Devil and the Virgin Mary before they are admitted to paradise.",12.412,8.399,1033,A Dog's Will
255709,['Drama'],"['child abuse', 'hope', 'based on true story', 'sexual assault', 'south korea']",소원,"After 8-year-old So-won narrowly survives a brutal sexual assault, her family labors to help her heal while coping with their own rage and grief.",14.022,8.392,608,Hope
378064,"['Animation', 'Drama']","['high school', 'friendship', 'suicide', 'suicide attempt', 'deaf', 'bullying', 'coming of age', 'based on manga', 'adult animation', 'woman director', 'sign languages', 'anime', 'social anxiety', 'japanese high school', 'japanese school']",映画 聲の形,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",52.451,8.39,3671,A Silent Voice: The Movie
1891,"['Adventure', 'Action', 'Science Fiction']","['rebellion', 'android', 'spacecraft', 'asteroid', 'rebel', 'space battle', 'snowstorm', 'space colony', 'swamp', 'space opera', 'artic']",The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",43.26,8.391,16060,The Empire Strikes Back
121,"['Adventure', 'Fantasy', 'Action']","['mission', 'army', 'based on novel or book', 'funeral', 'orcs', 'elves', 'dwarf', 'explosive', 'fort', 'cave', 'siege', 'addiction', 'attack', 'dragon', 'guide', 'death', 'split personality', 'wizard', 'ring', 'live action and animation', 'sword and sorcery']",The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",132.515,8.389,20663,The Lord of the Rings: The Two Towers
423,"['Drama', 'War']","['concert', 'nazi', 'resistance', 'warsaw ghetto', 'polish resistance', 'homeland', 'holocaust (shoah)', 'hunger', 'world war ii', 'prisoner of war', 'ghetto', 'deportation', 'jew persecution', 'liberation', 'biography', 'survival', 'based on memoir or autobiography', 'pianist', 'poland']",The Pianist,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",45.152,8.384,8571,The Pianist
569094,"['Animation', 'Action', 'Adventure', 'Science Fiction']","['new york city', 'sacrifice', 'superhero', 'comic book', 'based on comic', 'sequel', 'romance', 'alternate dimension', 'india', 'alternate version', 'super power', 'brooklyn, new york city', 'superhero team', 'spider bite', 'super villain', 'cliffhanger', 'teen superhero', 'chelsea', 'alternate universe', 'teen romance', 'female superhero', 'slow burn romance', 'interdimensional travel', 'defying fate']",Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",390.874,8.383,5428,Spider-Man: Across the Spider-Verse
244786,"['Drama', 'Music']","['new york city', 'concert', 'jazz', 'obsession', 'music teacher', 'conservatory', 'montage', 'public humiliation', 'jazz band', 'young adult', 'music school', 'based on short film']",Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",73.268,8.383,14192,Whiplash
14537,"['Action', 'Drama', 'History']","['suicide', 'japan', 'samurai', 'asia', 'flashback', 'revenge', 'poverty', 'seppuku', 'ronin', 'jidaigeki', '17th century', 'shogunate', 'bushi']",切腹,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",19.366,8.382,876,Harakiri
820067,"['Animation', 'Comedy', 'Romance']","['adolescence', 'harem', 'sister', 'romance', 'slice of life', 'school', 'based on manga', 'anime']",映画 五等分の花嫁,"When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Futaro?",51.39,8.378,343,The Quintessential Quintuplets Movie
807,"['Crime', 'Mystery', 'Thriller']","['drug dealer', 'rage and hate', 'police', 's.w.a.t.', 'sadism', 'self-fulfilling prophecy', 'psychopath', 'detective', 'rain', 'investigation', 'pension', 'evisceration', 'pride and vanity', 'immoderateness', 'insomnia', 'murder', 'serial killer', 'religion', 'seven deadly sins', 'depravity', 'neo-noir', 'misanthropy']",Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",71.328,8.4,19815,Se7en
27205,"['Action', 'Science Fiction', 'Adventure']","['rescue', 'mission', 'dream', 'airplane', 'paris, france', 'virtual reality', 'kidnapping', 'philosophy', 'spy', 'allegory', 'manipulation', 'car crash', 'heist', 'memory', 'architecture', 'los angeles, california', 'dream world', 'subconscious']",Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",115.886,8.367,35019,Inception
567,"['Thriller', 'Mystery']","['nurse', 'isolation', 'photographer', 'suspicion of murder', 'girlfriend', 'salesman', 'neighbor', 'whodunit', 'convalescence', 'voyeurism', 'voyeur', 'missing wife', 'homebound', 'psychotic obsessions', 'suspicious behavior', 'flower bed', 'visiting nurse', 'the boy who cried wolf', 'howdunnit', 'restricted setting']",Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,24.89,8.356,6049,Rear Window
73,['Drama'],"['prison', 'neo-nazism', 'rape', 'skinhead', 'sibling relationship', 'swastika', 'brother', 'fascism', 'jail', 'school', 'los angeles, california', 'family', 'xenophobia', 'interracial friendship', 'nazism']",American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",32.856,8.349,10942,American History X
92321,"['Romance', 'Animation', 'Fantasy']","['supernatural', 'slice of life', 'based on manga', 'spirit', 'folklore', 'japanese mythology', 'anime']",蛍火の杜へ,"One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits...",0.6,8.348,1020,Hotarubi no Mori e
274,"['Crime', 'Drama', 'Thriller']","['based on novel or book', 'kidnapping', 'psychopath', 'fbi', 'murder', 'serial killer', 'psychological thriller', 'brutality', 'cannibal', 'moth', 'virginia']",The Silence of the Lambs,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",12.86,8.345,15358,The Silence of the Lambs
995133,"['Animation', 'Family', 'Adventure', 'Fantasy']","['friendship', 'hope', 'fox', 'horse', ""based on children's book"", 'kindness', 'family', 'hand drawn animation', 'short film', 'courage']","The Boy, the Mole, the Fox and the Horse","The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy’s search for home.",26.847,8.337,444,"The Boy, the Mole, the Fox and the Horse"
914,"['Comedy', 'War']","['amnesia', 'nazi', 'hairdresser', 'propaganda', 'world war i', 'dictator', 'jewish ghetto', 'fascism', 'world war ii', 'national socialism', 'national socialist party', 'satire', 'speech', 'black and white', 'barbershop', 'anti war', 'fictitious country']",The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,19.161,8.335,3122,The Great Dictator
128,"['Adventure', 'Fantasy', 'Animation']","['friendship', 'human vs nature', 'wolf', 'fight', 'wild boar', 'territory', 'leprosy', 'feral child', 'decapitation', 'rural area', 'historical fiction', 'spirit', 'demon', 'nature', 'environmentalism', 'adult animation', 'deforestation', 'anime', 'industrialization']",もののけ姫,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",61.545,8.335,7427,Princess Mononoke
1026227,"['Comedy', 'Drama']","['women empowerment', 'pastiche', 'post-war italy', 'female director']",C'è ancora domani,"Delia is a typical housewife in post-war Italy, whose family is in turmoil over the impending engagement of beloved first-born Marcella. The arrival of a mysterious letter, however, will ignite Delia's courage to face her abusive husband and imagine a better future.",32.22,8.321,511,There’s Still Tomorrow
652837,"['Animation', 'Drama', 'Romance']","['paraplegic', 'love', 'slice of life', 'relationship', 'based on short story', 'disability', 'anime']",ジョゼと虎と魚たち,"With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",26.841,8.3,394,"Josee, the Tiger and the Fish"
18491,"['Animation', 'Science Fiction', 'Action', 'Drama']","['philosophy', 'insanity', 'post-apocalyptic future', 'futuristic', 'end of the world', 'mecha', 'avant-garde', 'meaningless existence', 'rebirth', 'anime', 'psychological terror', 'existential horror', 'experimental surrealism']",新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,"The second of two theatrically released follow-ups to the Neon Genesis Evangelion series. Comprising of two alternate episodes which were first intended to take the place of episodes 25 and 26, this finale answers many of the questions surrounding the series, while also opening up some new possibilities.",44.416,8.323,1428,Neon Genesis Evangelion: The End of Evangelion
